"media_type","sha256","canonical_file_name","canonical_relative_path","tivimate_deduped_path","runtime_deduped_path","source_file_count","size_bytes"
"epg","AAF69550296F8E3D428B44F2B41784625E5D4A7AEE0437EFF9C4A48448207A8C","AAF6955029__epg_openepg_uk1.xml.gz","AAF6955029__epg_openepg_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\AAF6955029__epg_openepg_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\AAF6955029__epg_openepg_uk1.xml.gz","1","606146"
"epg","AD62A8200E6719FFB5540415655B153EAECE6BBED4488C3DA25A9D0F71654577","AD62A8200E__open-epg-us.xml","AD62A8200E__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\AD62A8200E__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\AD62A8200E__open-epg-us.xml","1","38731400"
"epg","B1D45F434C1194D7D17E8196447CB34CBFA6D59A83E4AC1F0C4D4C78697A6231","B1D45F434C__epg_epgshare_nz1.xml.gz","B1D45F434C__epg_epgshare_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B1D45F434C__epg_epgshare_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B1D45F434C__epg_epgshare_nz1.xml.gz","1","472733"
"epg","B713A67429E1F9BE37FF9800C6A40633954437DA5757D9FBEC6661A92F9B66AA","B713A67429__ontvtonight.com_us.channels.xml","B713A67429__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B713A67429__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B713A67429__ontvtonight.com_us.channels.xml","1","258632"
"epg","B82DCCECAF5456D51512FE1A497817E56770D0DEB36413C3E2B130E049CD0A26","B82DCCECAF__epg_epgpw_gb.xml.gz","B82DCCECAF__epg_epgpw_gb.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B82DCCECAF__epg_epgpw_gb.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B82DCCECAF__epg_epgpw_gb.xml.gz","1","2653798"
"epg","BAA2D60817D63921CBF9FDC834D63144A077131CEC5983EC0944BC7ECE5BF436","BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","2","643871"
"epg","BAE85F5C5BEC8E4FD24B9D1E06B4DD32ECD61B5707133520D7E9929C9ADDBEDB","BAE85F5C5B__open-epg-us.xml","BAE85F5C5B__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\BAE85F5C5B__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\BAE85F5C5B__open-epg-us.xml","1","37323357"
"epg","C37D7704594130274BFE9101837AE067BC22A9484FA2613435D69FFB54DA8B58","C37D770459__epg_openepg_uk2.xml.gz","C37D770459__epg_openepg_uk2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C37D770459__epg_openepg_uk2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C37D770459__epg_openepg_uk2.xml.gz","1","325282"
"epg","C5855759F91D5B9AD6026B53594306A3FAF62C07CCC1C67FEC11C44A450DD030","C5855759F9__sat.tv_ar.channels.xml","C5855759F9__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C5855759F9__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C5855759F9__sat.tv_ar.channels.xml","1","1780439"
"epg","C70C831974EBE6F19EB8982A33F26A719CEFBD8A1C3FF8F9D055CA3E8CB28886","C70C831974__i.mjh.nz_pluto.channels.xml","C70C831974__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C70C831974__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C70C831974__i.mjh.nz_pluto.channels.xml","1","276342"
"epg","C7E2E59FAC45CFF9FF741256CC936BE040F528C715F58B3478D2677F6A015C4B","C7E2E59FAC__content.xml","C7E2E59FAC__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C7E2E59FAC__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C7E2E59FAC__content.xml","1","207732"
"epg","CF3D75EEE6F83AC0E21F2F2772E8980B0725B779857EC484534E3F51617DDFCE","CF3D75EEE6__content.xml","CF3D75EEE6__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\CF3D75EEE6__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\CF3D75EEE6__content.xml","1","4448077"
"epg","D01B7117E7FBDF0EFC24417C99DAA2F7A88AD3DA554DFD5BF1D92DBC1CA4BD24","D01B7117E7__tvprofil.com.channels.xml","D01B7117E7__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D01B7117E7__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D01B7117E7__tvprofil.com.channels.xml","1","1019053"
"epg","D0307BE4BF8E072A553F00DF4047D40E3D301CB36345AF1F5FB2590999244421","D0307BE4BF__tvpassport.com.channels.xml","D0307BE4BF__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D0307BE4BF__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D0307BE4BF__tvpassport.com.channels.xml","1","2647944"
"epg","D462A9A9B1FDB3CABCFF1A49E11741D5BD76428F58A6CFBED2F2902335C3C676","D462A9A9B1__epg_openepg_ca4.xml.gz","D462A9A9B1__epg_openepg_ca4.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D462A9A9B1__epg_openepg_ca4.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D462A9A9B1__epg_openepg_ca4.xml.gz","1","113296"
"epg","D594D7D563E3042FEBC0A1B3F7358128FECCFBDE079C69E0527F205FB55A8D02","D594D7D563__directv.com.channels.xml","D594D7D563__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D594D7D563__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D594D7D563__directv.com.channels.xml","1","116030"
"epg","DB3163E19A212B558F8508F269AC84E08CADF14FB019BD3F568E547465D72FFC","DB3163E19A__epg_epgshare_uk1.xml.gz","DB3163E19A__epg_epgshare_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DB3163E19A__epg_epgshare_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DB3163E19A__epg_epgshare_uk1.xml.gz","1","2944295"
"epg","DC6F15B7F89732A41BB4FCFB3BD2704D8116EF9ACE8579A36B3BD6B1C4C45BAC","DC6F15B7F8__epg_epgshare_ca1.xml.gz","DC6F15B7F8__epg_epgshare_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DC6F15B7F8__epg_epgshare_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DC6F15B7F8__epg_epgshare_ca1.xml.gz","1","4388950"
"epg","DD58F411BA49D679195B3DF55289A69E29B0AC88B7F1D170B7D94FD99741BB08","DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","1","260764"
"epg","DD8C4CC688E386A6A09FE048B8E0C94D8D747019AAE1E02D75EBD0AACFCD91B8","DD8C4CC688__i.mjh.nz_pluto.channels.xml","DD8C4CC688__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DD8C4CC688__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DD8C4CC688__i.mjh.nz_pluto.channels.xml","1","278710"
"epg","E4A692CA0CAFCA59D72DAD96AF1C9971B2531392336C9C9ADC71EE6431ECCD9E","E4A692CA0C__i.mjh.nz_samsung.channels.xml","E4A692CA0C__i.mjh.nz_samsung.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E4A692CA0C__i.mjh.nz_samsung.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E4A692CA0C__i.mjh.nz_samsung.channels.xml","1","179526"
"epg","E6A4307FC6E08F5BD8B334B6B610A145B023E6F3958B2E498929A193B33344F0","E6A4307FC6__open-epg-uk.xml","E6A4307FC6__open-epg-uk.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E6A4307FC6__open-epg-uk.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E6A4307FC6__open-epg-uk.xml","1","26402632"
"epg","E6A6F7BA24782603B4861447F8E13FFB002D77EBC56689370FF114EBBD56D8E2","E6A6F7BA24__sat.tv_en.channels.xml","E6A6F7BA24__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E6A6F7BA24__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E6A6F7BA24__sat.tv_en.channels.xml","1","1550999"
"epg","E8BE59A53AEB393EFA3D34F8C06300D5688C055446F50E8B3C02352F1CA7D85C","E8BE59A53A__epg_epgpw_nz.xml.gz","E8BE59A53A__epg_epgpw_nz.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E8BE59A53A__epg_epgpw_nz.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E8BE59A53A__epg_epgpw_nz.xml.gz","1","232370"
"epg","E9F2ECD417344D0EFA6DCDE8AE2173B298100B4F6EE0B529A433F4F74F5F8854","E9F2ECD417__tv.blue.ch.channels.xml","E9F2ECD417__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E9F2ECD417__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E9F2ECD417__tv.blue.ch.channels.xml","1","99622"
"epg","EAD84284377E90158F791370161931C535EFA69E6B01630813736641B791BE7D","EAD8428437__sat.tv_en.channels.xml","EAD8428437__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EAD8428437__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EAD8428437__sat.tv_en.channels.xml","1","1463746"
"epg","EC6817532E81F3D578964C2B8C9FAAEBF16365A79D2352D8BAC1CDA3462582E8","EC6817532E__ontvtonight.com_ca.channels.xml","EC6817532E__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EC6817532E__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EC6817532E__ontvtonight.com_ca.channels.xml","2","194737"
"epg","EFFFFD9E0675D5B53D957F26285E6C8183B77AF06A55F3AC1A78AEBE84DBB8B4","EFFFFD9E06__tvprofil.com.channels.xml","EFFFFD9E06__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EFFFFD9E06__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EFFFFD9E06__tvprofil.com.channels.xml","1","1017864"
"epg","F1459733DBC563B0E95A34F161AD4CF768D51505E6804508C82155629BB26D9C","F1459733DB__epg.112114.xyz.channels.xml","F1459733DB__epg.112114.xyz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F1459733DB__epg.112114.xyz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F1459733DB__epg.112114.xyz.channels.xml","1","97792"
"epg","F42B493F2CAE7A1836DCB6C6CEDFCE6D55727087AC19A6FF8F117FEBF2A77F73","F42B493F2C__epg_openepg_ie2.xml.gz","F42B493F2C__epg_openepg_ie2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F42B493F2C__epg_openepg_ie2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F42B493F2C__epg_openepg_ie2.xml.gz","1","425585"
"epg","F57D948354A2E62E122B862ACAECC6421BF3EB9C3DDF1E2D46FE55CC9BF90B4E","F57D948354__epg_openepg_ca2.xml.gz","F57D948354__epg_openepg_ca2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F57D948354__epg_openepg_ca2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F57D948354__epg_openepg_ca2.xml.gz","1","787984"
"epg","FB073BACFC81CC98C51B2E9DDC57BB881B611BABF617B8C7D57DBB181DB93206","FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","1","1079131"
"epg","FB2D83EFE0EDD85325548EE66FB2124E5DF63B856175FA4979E07D2DC3CB0BB8","FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","1","644697"
"epg","FC44344E1DC755BCCAA5E72C9F7CC3E8709FCE79393FBD37CC2C62A7AC41DB1D","FC44344E1D__ontvtonight.com_ca.channels.xml","FC44344E1D__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FC44344E1D__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FC44344E1D__ontvtonight.com_ca.channels.xml","1","195298"
"epg","FD65066DB261023D4EA5EB7F3E7710121E40D247181402A4AEAFD7EF1B5A9B7B","FD65066DB2__epg_openepg_uk3.xml.gz","FD65066DB2__epg_openepg_uk3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FD65066DB2__epg_openepg_uk3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FD65066DB2__epg_openepg_uk3.xml.gz","1","855211"
"m3u","01D382E78E0CD0D254C8582650EAC1CAA62D3BAA3CB46A8812ECA035CC3FA582","01D382E78E__mx.m3u","01D382E78E__mx.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\01D382E78E__mx.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\01D382E78E__mx.m3u","2","27637"
"m3u","02CFDD9B0B5FE22A8A1221BB4C20D79215FA1DD25E06F7A09AFB957097DDD645","02CFDD9B0B__ng.m3u","02CFDD9B0B__ng.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\02CFDD9B0B__ng.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\02CFDD9B0B__ng.m3u","2","7359"
"m3u","04090DD121E1AFAB1BE322AC500E0BCFE0AC5862A5B118499F3D62E614D40D54","04090DD121__th.m3u","04090DD121__th.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\04090DD121__th.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\04090DD121__th.m3u","2","5870"
"m3u","049665073F342A9F8A966E0DDE7C6B1C562B2A5C0BF461A65DD7E80CA00E130F","049665073F__ru_zabava.m3u","049665073F__ru_zabava.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\049665073F__ru_zabava.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\049665073F__ru_zabava.m3u","2","3782"
"m3u","04F1B340E44A585B4530BD0B08C51EA61A43F01953D43791A0083E99828B5F4A","04F1B340E4__playlist_src_us_roku.m3u","04F1B340E4__playlist_src_us_roku.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\04F1B340E4__playlist_src_us_roku.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\04F1B340E4__playlist_src_us_roku.m3u","1","5399"
"m3u","051E8DE037C686315D1F7CA374AF17B548DA7F32733D667AF819220F0CFE0CFC","051E8DE037__am_ucom.m3u","051E8DE037__am_ucom.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\051E8DE037__am_ucom.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\051E8DE037__am_ucom.m3u","2","21546"
"m3u","053B3C34D31D87F52029FB9E3641C988E0431EA30CACE0F6CFA7A7DE0178D714","053B3C34D3__playlist_apsattv_lg.m3u","053B3C34D3__playlist_apsattv_lg.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\053B3C34D3__playlist_apsattv_lg.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\053B3C34D3__playlist_apsattv_lg.m3u","1","159946"
"m3u","07FA5D6A8B6A3F90B920CED9F0FF733AE24F5226612D900741CE589526DE7669","07FA5D6A8B__pt.m3u","07FA5D6A8B__pt.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\07FA5D6A8B__pt.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\07FA5D6A8B__pt.m3u","2","8402"
"m3u","0886DDBC5F361B6B1262EFDEBAC23F231EB086485D30CB5D694CB5D05610F87C","0886DDBC5F__index.region.m3u","0886DDBC5F__index.region.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0886DDBC5F__index.region.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0886DDBC5F__index.region.m3u","1","4338"
"m3u","0939C6EFA21CFC1792E2CE7DB861FBD3554E952D27121C1AFA3F3C68B09C0ED3","0939C6EFA2__za.m3u","0939C6EFA2__za.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0939C6EFA2__za.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0939C6EFA2__za.m3u","2","2425"
"m3u","094A313C50D433E348E912E9CB31714E149C3C576A0AEE7AF60010EACC370C6C","094A313C50__playlist_iptv-org_ie.m3u","094A313C50__playlist_iptv-org_ie.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\094A313C50__playlist_iptv-org_ie.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\094A313C50__playlist_iptv-org_ie.m3u","1","16869"
"m3u","0AEEF02F5BA8ACD3DD355000C104422B54EBD3CDCA90358813E09AE619A99088","0AEEF02F5B__us_stirr.m3u","0AEEF02F5B__us_stirr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0AEEF02F5B__us_stirr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0AEEF02F5B__us_stirr.m3u","2","12515"
"m3u","0B19F7E2D9FF1352C52893A5C0A07CC316AFAA7C1E6D095A5B71D3CA6CD0C479","0B19F7E2D9__it.m3u","0B19F7E2D9__it.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0B19F7E2D9__it.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0B19F7E2D9__it.m3u","2","42943"
"m3u","0BA775473E0E8C5DF55C9EC74453F124F4FE866D4BAF7E1B2A62F05BEC452CEF","0BA775473E__br_pluto.m3u","0BA775473E__br_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0BA775473E__br_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0BA775473E__br_pluto.m3u","2","7708"
"m3u","0D17DCF3F75693838BC676F9567B21224439795DFC6B1A238EDD6F4CFFB4B82D","0D17DCF3F7__us.m3u","0D17DCF3F7__us.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0D17DCF3F7__us.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0D17DCF3F7__us.m3u","2","66812"
"m3u","0DB32C9E054868AE7379EC5A0AD5360796ED44E8EEFA4CB4F56107D327FD67C3","0DB32C9E05__raw-tv.m3u8","0DB32C9E05__raw-tv.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\0DB32C9E05__raw-tv.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\0DB32C9E05__raw-tv.m3u8","1","60993"
"m3u","1044775114C93351E2E7D2276FD5D1966CC9F06D1E567DE443E9E5CC494EC2CC","1044775114__ua.m3u","1044775114__ua.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\1044775114__ua.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\1044775114__ua.m3u","2","10507"
"m3u","1271C02C4A25AEF40D4E361AA0C139171AEBCEBADD7C194C4ECEC5407FE906E2","1271C02C4A__se_samsung.m3u","1271C02C4A__se_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\1271C02C4A__se_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\1271C02C4A__se_samsung.m3u","2","3101"
"m3u","138ED489E42C841AF73E1DF507438E1BE5EAA665DC9A2A158083F31F09C00AB7","138ED489E4__cd.m3u","138ED489E4__cd.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\138ED489E4__cd.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\138ED489E4__cd.m3u","2","4434"
"m3u","15A5EEDF57794B7BD668347CA8E3D59F3A7B9213BD3F719A5B6CEB9512D44FC6","15A5EEDF57__playlist_src_us_firetv.m3u","15A5EEDF57__playlist_src_us_firetv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\15A5EEDF57__playlist_src_us_firetv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\15A5EEDF57__playlist_src_us_firetv.m3u","1","7140"
"m3u","160C14B64D7D75451E9571BDE599007D4365C9D0C09570DA43A66A66AF2BE634","160C14B64D__hr.m3u","160C14B64D__hr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\160C14B64D__hr.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\160C14B64D__hr.m3u","2","2617"
"m3u","187D0C51ECE9A30962DC7F2988486B722600CA70D8BE9B774237D7551F0FD1A3","187D0C51EC__gt.m3u","187D0C51EC__gt.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\187D0C51EC__gt.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\187D0C51EC__gt.m3u","2","10605"
"m3u","1A36F53894D23B24FF7E06E2038FCAD8527C2551184CFE17745E5E310ADD5BA9","1A36F53894__playlist_src_us_plex.m3u","1A36F53894__playlist_src_us_plex.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\1A36F53894__playlist_src_us_plex.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\1A36F53894__playlist_src_us_plex.m3u","1","2167"
"m3u","21120CD4CAC2A4189A2232C55E829744BB589ECA166280B671ED4B3A675DC7A9","21120CD4CA__sn.m3u","21120CD4CA__sn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\21120CD4CA__sn.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\21120CD4CA__sn.m3u","2","3541"
"m3u","212E92A05A2D38962303BC9788DC7A126AFCE48179C2FA396FFF412F098FCC9C","212E92A05A__de_adultswim.m3u","212E92A05A__de_adultswim.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\212E92A05A__de_adultswim.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\212E92A05A__de_adultswim.m3u","2","4050"
"m3u","21DBDC4BFE4F24D91FCF19E268109776577234F65A9DA00368E99FC9E012AD28","21DBDC4BFE__playlist_free-tv_au.m3u8","21DBDC4BFE__playlist_free-tv_au.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\21DBDC4BFE__playlist_free-tv_au.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\21DBDC4BFE__playlist_free-tv_au.m3u8","1","16826"
"m3u","24C1D97A603AF9CD40FB40313B1115C27013C81E052A8074C57BCAC58F5A1796","24C1D97A60__us_pbs.m3u","24C1D97A60__us_pbs.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\24C1D97A60__us_pbs.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\24C1D97A60__us_pbs.m3u","2","2534"
"m3u","25D62BBA2D519ADEAC436D55EDB7B75FFFBF8AD6C674E251145A23D31BFFD51E","25D62BBA2D__raw.m3u8","25D62BBA2D__raw.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\25D62BBA2D__raw.m3u8","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\25D62BBA2D__raw.m3u8","1","210629"
"m3u","266F56FF9438112BAC267CF73752D960DF39A5F22DFE499893876D4CA485A986","266F56FF94__az_odtv.m3u","266F56FF94__az_odtv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\m3u\266F56FF94__az_odtv.m3u","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\m3u\266F56FF94__az_odtv.m3u","2","5373"
