"media_type","sha256","group_size","canonical_file_name","canonical_relative_path","canonical_source_path","tivimate_deduped_path","runtime_deduped_path","total_group_bytes"
"epg","7B584188BD8BB0A622B1A1724D3208FD09F8CECF64C2D05D8F5724366E889C87","1","7B584188BD__epg_epgshare_au1.xml.gz","7B584188BD__epg_epgshare_au1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\7B584188BD__epg_epgshare_au1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\7B584188BD__epg_epgshare_au1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\7B584188BD__epg_epgshare_au1.xml.gz","4158161"
"epg","7BD8022151926A6382D2FF2D69005D7F1E4FFABBA0788A62BC093BA36F25524E","2","7BD8022151__ontvtonight.com_au.channels.xml","7BD8022151__ontvtonight.com_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\7BD8022151__ontvtonight.com_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\7BD8022151__ontvtonight.com_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\7BD8022151__ontvtonight.com_au.channels.xml","348596"
"epg","7C578F7ED08E453773AD271B7A6BF26F7D887BF351D156CDBEB20A930D82CA2E","1","7C578F7ED0__tvtv.us.channels.xml","7C578F7ED0__tvtv.us.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\7C578F7ED0__tvtv.us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\7C578F7ED0__tvtv.us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\7C578F7ED0__tvtv.us.channels.xml","260762"
"epg","85D4563F673CF57FF13916A0C3249DA5862BC1935D17943418A45BA325104551","1","85D4563F67__m.tv.sms.cz.channels.xml","85D4563F67__m.tv.sms.cz.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\85D4563F67__m.tv.sms.cz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\85D4563F67__m.tv.sms.cz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\85D4563F67__m.tv.sms.cz.channels.xml","105668"
"epg","88182B9474EDDA7C098A29C802231AFEE13161D545A4C9CCC48C5F55DB5F13A2","1","88182B9474__epg_openepg_au3.xml.gz","88182B9474__epg_openepg_au3.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\88182B9474__epg_openepg_au3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\88182B9474__epg_openepg_au3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\88182B9474__epg_openepg_au3.xml.gz","325270"
"epg","8A54E03C82CCC0F3CA7391920316BAAEE29B4E43BECB3B381E20FDFE9D228418","1","8A54E03C82__epg_epgpw_au.xml.gz","8A54E03C82__epg_epgpw_au.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\8A54E03C82__epg_epgpw_au.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\8A54E03C82__epg_epgpw_au.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\8A54E03C82__epg_epgpw_au.xml.gz","906309"
"epg","94B86B045354053B7CAA7DFD5D533E3B96A59CA41E3A40C1896219B2BA293394","1","94B86B0453__epg.iptvx.one.channels.xml","94B86B0453__epg.iptvx.one.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\94B86B0453__epg.iptvx.one.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\94B86B0453__epg.iptvx.one.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\94B86B0453__epg.iptvx.one.channels.xml","366472"
"epg","99E11B667866F349E6C4D1D722325EB21A9CFB427693DAFED601DAE717712B2D","1","99E11B6678__tvpassport.com.channels.xml","99E11B6678__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\99E11B6678__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\99E11B6678__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\99E11B6678__tvpassport.com.channels.xml","2654461"
"epg","9D3BBFE1AC9A2CB2D98EBD6D48AC5605C4A19B990704DE82F31727BC862B54EE","2","9D3BBFE1AC__streamingtvguides.com.channels.xml","9D3BBFE1AC__streamingtvguides.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\9D3BBFE1AC__streamingtvguides.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\9D3BBFE1AC__streamingtvguides.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\9D3BBFE1AC__streamingtvguides.com.channels.xml","679626"
"epg","A09366B22AFF4D304DEE62F23D7736574A45A4A9AA8824278DA9375633ECE24B","1","A09366B22A__epg_openepg_us8.xml.gz","A09366B22A__epg_openepg_us8.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\A09366B22A__epg_openepg_us8.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\A09366B22A__epg_openepg_us8.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\A09366B22A__epg_openepg_us8.xml.gz","188624"
"epg","A724C44F02B99C72893E5CAAEEE001CC0B33ABB0A7A578A83C1F35E855A5C09B","1","A724C44F02__consolidated_channels_only.xml","A724C44F02__consolidated_channels_only.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\A724C44F02__consolidated_channels_only.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\A724C44F02__consolidated_channels_only.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\A724C44F02__consolidated_channels_only.xml","1458104"
"epg","A9705297DA8DFDF026AA0D5C4591229C42079AD580E7218317A77B9C87A6C6D4","1","A9705297DA__i.mjh.nz_au.channels.xml","A9705297DA__i.mjh.nz_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\A9705297DA__i.mjh.nz_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\A9705297DA__i.mjh.nz_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\A9705297DA__i.mjh.nz_au.channels.xml","140855"
"epg","AAF69550296F8E3D428B44F2B41784625E5D4A7AEE0437EFF9C4A48448207A8C","1","AAF6955029__epg_openepg_uk1.xml.gz","AAF6955029__epg_openepg_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\AAF6955029__epg_openepg_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\AAF6955029__epg_openepg_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\AAF6955029__epg_openepg_uk1.xml.gz","606146"
"epg","AD62A8200E6719FFB5540415655B153EAECE6BBED4488C3DA25A9D0F71654577","1","AD62A8200E__open-epg-us.xml","AD62A8200E__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\AD62A8200E__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\AD62A8200E__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\AD62A8200E__open-epg-us.xml","38731400"
"epg","B1D45F434C1194D7D17E8196447CB34CBFA6D59A83E4AC1F0C4D4C78697A6231","1","B1D45F434C__epg_epgshare_nz1.xml.gz","B1D45F434C__epg_epgshare_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\B1D45F434C__epg_epgshare_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B1D45F434C__epg_epgshare_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B1D45F434C__epg_epgshare_nz1.xml.gz","472733"
"epg","B713A67429E1F9BE37FF9800C6A40633954437DA5757D9FBEC6661A92F9B66AA","1","B713A67429__ontvtonight.com_us.channels.xml","B713A67429__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\B713A67429__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B713A67429__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B713A67429__ontvtonight.com_us.channels.xml","258632"
"epg","B82DCCECAF5456D51512FE1A497817E56770D0DEB36413C3E2B130E049CD0A26","1","B82DCCECAF__epg_epgpw_gb.xml.gz","B82DCCECAF__epg_epgpw_gb.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\B82DCCECAF__epg_epgpw_gb.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\B82DCCECAF__epg_epgpw_gb.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\B82DCCECAF__epg_epgpw_gb.xml.gz","2653798"
"epg","BAA2D60817D63921CBF9FDC834D63144A077131CEC5983EC0944BC7ECE5BF436","2","BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\BAA2D60817__epgshare01.online_US_LOCALS2.channels.xml","1287742"
"epg","BAE85F5C5BEC8E4FD24B9D1E06B4DD32ECD61B5707133520D7E9929C9ADDBEDB","1","BAE85F5C5B__open-epg-us.xml","BAE85F5C5B__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\BAE85F5C5B__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\BAE85F5C5B__open-epg-us.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\BAE85F5C5B__open-epg-us.xml","37323357"
"epg","C37D7704594130274BFE9101837AE067BC22A9484FA2613435D69FFB54DA8B58","1","C37D770459__epg_openepg_uk2.xml.gz","C37D770459__epg_openepg_uk2.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\C37D770459__epg_openepg_uk2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C37D770459__epg_openepg_uk2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C37D770459__epg_openepg_uk2.xml.gz","325282"
"epg","C5855759F91D5B9AD6026B53594306A3FAF62C07CCC1C67FEC11C44A450DD030","1","C5855759F9__sat.tv_ar.channels.xml","C5855759F9__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\C5855759F9__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C5855759F9__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C5855759F9__sat.tv_ar.channels.xml","1780439"
"epg","C70C831974EBE6F19EB8982A33F26A719CEFBD8A1C3FF8F9D055CA3E8CB28886","1","C70C831974__i.mjh.nz_pluto.channels.xml","C70C831974__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\C70C831974__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C70C831974__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C70C831974__i.mjh.nz_pluto.channels.xml","276342"
"epg","C7E2E59FAC45CFF9FF741256CC936BE040F528C715F58B3478D2677F6A015C4B","1","C7E2E59FAC__content.xml","C7E2E59FAC__content.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\C7E2E59FAC__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\C7E2E59FAC__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\C7E2E59FAC__content.xml","207732"
"epg","CF3D75EEE6F83AC0E21F2F2772E8980B0725B779857EC484534E3F51617DDFCE","1","CF3D75EEE6__content.xml","CF3D75EEE6__content.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\CF3D75EEE6__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\CF3D75EEE6__content.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\CF3D75EEE6__content.xml","4448077"
"epg","D01B7117E7FBDF0EFC24417C99DAA2F7A88AD3DA554DFD5BF1D92DBC1CA4BD24","1","D01B7117E7__tvprofil.com.channels.xml","D01B7117E7__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\D01B7117E7__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D01B7117E7__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D01B7117E7__tvprofil.com.channels.xml","1019053"
"epg","D0307BE4BF8E072A553F00DF4047D40E3D301CB36345AF1F5FB2590999244421","1","D0307BE4BF__tvpassport.com.channels.xml","D0307BE4BF__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\D0307BE4BF__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D0307BE4BF__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D0307BE4BF__tvpassport.com.channels.xml","2647944"
"epg","D462A9A9B1FDB3CABCFF1A49E11741D5BD76428F58A6CFBED2F2902335C3C676","1","D462A9A9B1__epg_openepg_ca4.xml.gz","D462A9A9B1__epg_openepg_ca4.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\D462A9A9B1__epg_openepg_ca4.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D462A9A9B1__epg_openepg_ca4.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D462A9A9B1__epg_openepg_ca4.xml.gz","113296"
"epg","D594D7D563E3042FEBC0A1B3F7358128FECCFBDE079C69E0527F205FB55A8D02","1","D594D7D563__directv.com.channels.xml","D594D7D563__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\D594D7D563__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\D594D7D563__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\D594D7D563__directv.com.channels.xml","116030"
"epg","DB3163E19A212B558F8508F269AC84E08CADF14FB019BD3F568E547465D72FFC","1","DB3163E19A__epg_epgshare_uk1.xml.gz","DB3163E19A__epg_epgshare_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\DB3163E19A__epg_epgshare_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DB3163E19A__epg_epgshare_uk1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DB3163E19A__epg_epgshare_uk1.xml.gz","2944295"
"epg","DC6F15B7F89732A41BB4FCFB3BD2704D8116EF9ACE8579A36B3BD6B1C4C45BAC","1","DC6F15B7F8__epg_epgshare_ca1.xml.gz","DC6F15B7F8__epg_epgshare_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\DC6F15B7F8__epg_epgshare_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DC6F15B7F8__epg_epgshare_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DC6F15B7F8__epg_epgshare_ca1.xml.gz","4388950"
"epg","DD58F411BA49D679195B3DF55289A69E29B0AC88B7F1D170B7D94FD99741BB08","1","DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DD58F411BA__epg_iptvorg_tvtv_us_channels.xml","260764"
"epg","DD8C4CC688E386A6A09FE048B8E0C94D8D747019AAE1E02D75EBD0AACFCD91B8","1","DD8C4CC688__i.mjh.nz_pluto.channels.xml","DD8C4CC688__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\DD8C4CC688__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\DD8C4CC688__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\DD8C4CC688__i.mjh.nz_pluto.channels.xml","278710"
"epg","E4A692CA0CAFCA59D72DAD96AF1C9971B2531392336C9C9ADC71EE6431ECCD9E","1","E4A692CA0C__i.mjh.nz_samsung.channels.xml","E4A692CA0C__i.mjh.nz_samsung.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\E4A692CA0C__i.mjh.nz_samsung.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E4A692CA0C__i.mjh.nz_samsung.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E4A692CA0C__i.mjh.nz_samsung.channels.xml","179526"
"epg","E6A4307FC6E08F5BD8B334B6B610A145B023E6F3958B2E498929A193B33344F0","1","E6A4307FC6__open-epg-uk.xml","E6A4307FC6__open-epg-uk.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\E6A4307FC6__open-epg-uk.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E6A4307FC6__open-epg-uk.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E6A4307FC6__open-epg-uk.xml","26402632"
"epg","E6A6F7BA24782603B4861447F8E13FFB002D77EBC56689370FF114EBBD56D8E2","1","E6A6F7BA24__sat.tv_en.channels.xml","E6A6F7BA24__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\E6A6F7BA24__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E6A6F7BA24__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E6A6F7BA24__sat.tv_en.channels.xml","1550999"
"epg","E8BE59A53AEB393EFA3D34F8C06300D5688C055446F50E8B3C02352F1CA7D85C","1","E8BE59A53A__epg_epgpw_nz.xml.gz","E8BE59A53A__epg_epgpw_nz.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\E8BE59A53A__epg_epgpw_nz.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E8BE59A53A__epg_epgpw_nz.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E8BE59A53A__epg_epgpw_nz.xml.gz","232370"
"epg","E9F2ECD417344D0EFA6DCDE8AE2173B298100B4F6EE0B529A433F4F74F5F8854","1","E9F2ECD417__tv.blue.ch.channels.xml","E9F2ECD417__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\E9F2ECD417__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\E9F2ECD417__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\E9F2ECD417__tv.blue.ch.channels.xml","99622"
"epg","EAD84284377E90158F791370161931C535EFA69E6B01630813736641B791BE7D","1","EAD8428437__sat.tv_en.channels.xml","EAD8428437__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\EAD8428437__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EAD8428437__sat.tv_en.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EAD8428437__sat.tv_en.channels.xml","1463746"
"epg","EC6817532E81F3D578964C2B8C9FAAEBF16365A79D2352D8BAC1CDA3462582E8","2","EC6817532E__ontvtonight.com_ca.channels.xml","EC6817532E__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\EC6817532E__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EC6817532E__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EC6817532E__ontvtonight.com_ca.channels.xml","389474"
"epg","EFFFFD9E0675D5B53D957F26285E6C8183B77AF06A55F3AC1A78AEBE84DBB8B4","1","EFFFFD9E06__tvprofil.com.channels.xml","EFFFFD9E06__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\EFFFFD9E06__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\EFFFFD9E06__tvprofil.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\EFFFFD9E06__tvprofil.com.channels.xml","1017864"
"epg","F1459733DBC563B0E95A34F161AD4CF768D51505E6804508C82155629BB26D9C","1","F1459733DB__epg.112114.xyz.channels.xml","F1459733DB__epg.112114.xyz.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\F1459733DB__epg.112114.xyz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F1459733DB__epg.112114.xyz.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F1459733DB__epg.112114.xyz.channels.xml","97792"
"epg","F42B493F2CAE7A1836DCB6C6CEDFCE6D55727087AC19A6FF8F117FEBF2A77F73","1","F42B493F2C__epg_openepg_ie2.xml.gz","F42B493F2C__epg_openepg_ie2.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\F42B493F2C__epg_openepg_ie2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F42B493F2C__epg_openepg_ie2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F42B493F2C__epg_openepg_ie2.xml.gz","425585"
"epg","F57D948354A2E62E122B862ACAECC6421BF3EB9C3DDF1E2D46FE55CC9BF90B4E","1","F57D948354__epg_openepg_ca2.xml.gz","F57D948354__epg_openepg_ca2.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\F57D948354__epg_openepg_ca2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\F57D948354__epg_openepg_ca2.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\F57D948354__epg_openepg_ca2.xml.gz","787984"
"epg","FB073BACFC81CC98C51B2E9DDC57BB881B611BABF617B8C7D57DBB181DB93206","1","FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FB073BACFC__epg_epgshare_rakuten_en1.xml.gz","1079131"
"epg","FB2D83EFE0EDD85325548EE66FB2124E5DF63B856175FA4979E07D2DC3CB0BB8","1","FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FB2D83EFE0__epgshare01.online_US_LOCALS2.channels.xml","644697"
"epg","FC44344E1DC755BCCAA5E72C9F7CC3E8709FCE79393FBD37CC2C62A7AC41DB1D","1","FC44344E1D__ontvtonight.com_ca.channels.xml","FC44344E1D__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\FC44344E1D__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FC44344E1D__ontvtonight.com_ca.channels.xml","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FC44344E1D__ontvtonight.com_ca.channels.xml","195298"
"epg","FD65066DB261023D4EA5EB7F3E7710121E40D247181402A4AEAFD7EF1B5A9B7B","1","FD65066DB2__epg_openepg_uk3.xml.gz","FD65066DB2__epg_openepg_uk3.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\FD65066DB2__epg_openepg_uk3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\tivimate\deduped\epg\FD65066DB2__epg_openepg_uk3.xml.gz","C:\Users\andrew\PROJECTS\iptv\publish\runtime_hp\deduped\epg\FD65066DB2__epg_openepg_uk3.xml.gz","855211"
